"","CaseID","nClients","nMH","nClose","ratio"
"879",61058,5,1,1,0.2
"880",61060,5,2,1,0.4
"881",61061,5,1,1,0.2
"882",61062,3,0,1,0
"883",61063,3,2,1,0.67
"884",61064,6,3,1,0.5
"885",61065,4,2,1,0.5
"886",61066,4,2,1,0.5
"887",61067,7,2,1,0.29
"888",61068,3,2,1,0.67
"889",61071,5,2,1,0.4
"890",61073,6,2,1,0.33
"891",61074,8,3,1,0.38
"892",61080,5,1,1,0.2
"893",61083,6,3,2,0.5
"894",61084,3,1,1,0.33
"895",61085,3,1,1,0.33
"896",61086,4,0,1,0
"897",61089,5,0,1,0
"898",61095,6,3,1,0.5
"899",61096,4,1,2,0.25
"900",61100,4,2,1,0.5
"901",61101,4,1,1,0.25
"902",61103,3,0,1,0
"903",61104,5,1,1,0.2
"904",61106,9,5,1,0.56
"905",61109,5,1,1,0.2
"906",61110,12,4,1,0.33
"907",61111,3,0,1,0
"908",61112,6,3,1,0.5
"909",61115,3,0,1,0
"910",61116,5,3,1,0.6
"911",61117,11,4,1,0.36
"912",61118,4,3,1,0.75
"913",61119,2,0,1,0
"914",61120,1,0,1,0
"915",61121,6,4,1,0.67
"916",61122,4,1,1,0.25
"917",61123,3,0,1,0
"918",61128,6,1,1,0.17
"919",61129,7,3,1,0.43
"920",61130,3,0,1,0
"921",61133,4,0,1,0
"922",61134,10,5,1,0.5
"923",61135,3,0,1,0
"924",61136,4,0,1,0
"925",61137,6,5,1,0.83
"926",61142,7,1,1,0.14
"927",61144,6,0,1,0
"928",61145,5,2,1,0.4
"929",61146,3,1,1,0.33
"930",61148,7,4,1,0.57
"931",61151,4,1,1,0.25
"932",61152,7,4,1,0.57
"933",61156,5,3,1,0.6
"934",61158,16,7,1,0.44
"935",61159,4,0,1,0
"936",61160,2,0,1,0
"937",61162,3,2,1,0.67
"938",61163,7,1,1,0.14
"939",61164,1,0,1,0
"940",61166,5,3,1,0.6
"941",61167,3,1,1,0.33
"942",61168,6,1,1,0.17
"943",61170,5,1,1,0.2
"944",61171,5,1,1,0.2
"945",61175,3,1,1,0.33
"946",61176,3,1,1,0.33
"947",61179,6,4,1,0.67
"948",61180,2,1,1,0.5
"949",61181,6,2,1,0.33
"950",61186,10,2,1,0.2
"951",61190,5,4,1,0.8
"952",61191,7,2,1,0.29
"953",61192,5,2,1,0.4
"954",61198,2,0,1,0
"955",61200,4,0,1,0
"956",61206,3,1,1,0.33
"957",61208,5,1,1,0.2
"958",61210,4,2,1,0.5
"959",61212,4,0,1,0
"960",61214,1,0,1,0
"961",61215,2,1,1,0.5
"962",61216,5,1,1,0.2
"963",61217,3,2,1,0.67
"964",61218,8,1,1,0.12
"965",61219,5,2,1,0.4
"966",61220,3,1,1,0.33
"967",61224,3,2,1,0.67
"968",61227,3,1,1,0.33
"969",61235,3,2,1,0.67
"970",61240,3,2,1,0.67
"971",61242,4,2,1,0.5
"972",61243,4,1,1,0.25
"973",61246,3,2,1,0.67
"974",61247,3,1,1,0.33
"975",61249,3,1,1,0.33
"976",61253,1,0,1,0
"977",61254,9,2,1,0.22
"978",61255,5,4,1,0.8
"979",61256,5,2,1,0.4
"980",61257,4,2,1,0.5
"981",61260,5,2,1,0.4
"982",61261,5,2,1,0.4
"983",61262,16,5,1,0.31
"984",61264,2,0,1,0
"985",61265,4,2,1,0.5
"986",61269,5,1,1,0.2
"987",61271,3,2,1,0.67
"988",61274,8,4,1,0.5
"989",61275,3,1,1,0.33
"990",61278,3,1,1,0.33
"991",61279,4,2,1,0.5
"992",61282,1,0,1,0
"993",61283,3,1,1,0.33
"994",61285,9,2,1,0.22
"995",61286,10,4,1,0.4
"996",61290,6,3,1,0.5
"997",61295,4,3,1,0.75
"998",61296,1,0,1,0
"999",61297,4,0,1,0
"1000",61301,4,2,1,0.5
"1001",61303,4,2,1,0.5
"1002",61308,4,2,1,0.5
"1003",61309,5,3,1,0.6
"1004",61311,4,2,1,0.5
"1005",61312,4,0,1,0
"1006",61315,2,0,1,0
"1007",61320,6,2,1,0.33
"1008",61321,9,4,1,0.44
"1009",61325,6,3,1,0.5
"1010",61328,3,1,1,0.33
"1011",61330,2,0,1,0
"1012",61331,4,2,1,0.5
"1013",61338,5,2,1,0.4
"1014",61342,6,2,1,0.33
"1015",61343,10,5,1,0.5
"1016",61345,3,1,1,0.33
"1017",61346,4,1,1,0.25
"1018",61347,7,5,1,0.71
"1019",61348,3,2,1,0.67
"1020",61349,3,1,1,0.33
"1021",61350,4,2,1,0.5
"1022",61351,5,4,1,0.8
"1023",61352,5,2,1,0.4
"1024",61359,3,1,1,0.33
"1025",61360,2,0,1,0
"1026",61361,2,1,1,0.5
"1027",61362,6,4,1,0.67
"1028",61363,4,0,1,0
"1029",61370,3,1,1,0.33
"1030",61374,3,1,1,0.33
"1031",61375,2,0,1,0
"1032",61381,8,4,1,0.5
"1033",61385,5,1,1,0.2
"1034",61386,5,3,1,0.6
"1035",61388,3,0,1,0
"1036",61391,7,3,1,0.43
"1037",61392,7,4,1,0.57
"1038",61395,5,2,1,0.4
"1039",61396,3,2,1,0.67
"1040",61398,8,2,2,0.25
"1041",61399,3,2,1,0.67
"1042",61400,1,0,1,0
"1043",61401,4,2,1,0.5
"1044",61402,2,0,1,0
"1045",61403,2,0,1,0
"1046",61404,5,4,1,0.8
"1047",61405,3,1,1,0.33
"1048",61407,3,2,1,0.67
"1049",61408,3,2,1,0.67
"1050",61409,3,2,1,0.67
"1051",61410,3,1,1,0.33
"1052",61412,3,1,1,0.33
"1053",61413,4,0,1,0
"1054",61414,12,2,1,0.17
"1055",61415,4,3,1,0.75
"1056",61416,6,1,1,0.17
"1057",61417,3,0,1,0
"1058",61420,3,2,1,0.67
"1059",61421,5,0,1,0
"1060",61422,5,0,1,0
"1061",61423,3,2,2,0.67
"1062",61427,4,1,1,0.25
"1063",61428,7,1,1,0.14
"1064",61429,11,4,1,0.36
"1065",61431,4,0,1,0
"1066",61438,5,2,1,0.4
"1067",61439,3,0,1,0
"1068",61441,10,3,1,0.3
"1069",61442,3,2,1,0.67
"1070",61443,6,3,1,0.5
"1071",61444,6,0,1,0
"1072",61445,5,1,1,0.2
"1073",61447,6,1,1,0.17
"1074",61448,5,0,1,0
"1075",61450,9,5,1,0.56
"1076",61451,7,2,1,0.29
"1077",61452,5,3,1,0.6
"1078",61454,3,1,1,0.33
"1079",61455,4,1,1,0.25
"1080",61456,3,1,1,0.33
"1081",61457,7,2,1,0.29
"1082",61461,12,7,1,0.58
"1083",61465,11,4,1,0.36
"1084",61469,5,0,1,0
"1085",61472,2,1,1,0.5
"1086",61473,7,5,1,0.71
"1087",61474,3,1,1,0.33
"1088",61475,2,0,1,0
"1089",61476,3,0,1,0
"1090",61478,1,0,1,0
"1091",61479,3,1,1,0.33
"1092",61480,4,3,1,0.75
"1093",61481,4,1,1,0.25
"1094",61482,3,0,1,0
"1095",61483,2,1,1,0.5
"1096",61484,5,0,1,0
"1097",61485,4,2,1,0.5
"1098",61486,3,2,1,0.67
"1099",61487,5,2,1,0.4
"1100",61489,3,0,1,0
"1101",61490,3,1,1,0.33
"1102",61492,1,0,2,0
"1103",61493,2,0,1,0
"1104",61495,7,4,1,0.57
"1105",61496,4,0,1,0
"1106",61497,2,0,1,0
"1107",61499,4,1,1,0.25
"1108",61500,8,4,1,0.5
"1109",61501,7,1,1,0.14
"1110",61503,5,4,1,0.8
"1111",61506,6,4,1,0.67
"1112",61511,5,1,1,0.2
"1113",61512,4,1,1,0.25
"1114",61513,7,2,1,0.29
"1115",61515,3,0,1,0
"1116",61516,1,0,1,0
"1117",61517,3,1,1,0.33
"1118",61521,3,0,1,0
"1119",61522,2,1,1,0.5
"1120",61523,6,5,1,0.83
"1121",61524,4,1,1,0.25
"1122",61527,8,4,1,0.5
"1123",61528,5,1,1,0.2
"1124",61529,3,1,1,0.33
"1125",61530,6,2,1,0.33
"1126",61533,3,1,1,0.33
"1127",61534,5,2,1,0.4
"1128",61535,6,2,1,0.33
"1129",61538,6,0,1,0
"1130",61539,2,1,1,0.5
"1131",61540,7,4,1,0.57
"1132",61542,6,4,1,0.67
"1133",61544,3,1,1,0.33
"1134",61546,4,2,1,0.5
"1135",61547,6,0,1,0
"1136",61548,4,2,1,0.5
"1137",61549,3,0,1,0
"1138",61551,6,2,1,0.33
"1139",61554,2,0,1,0
"1140",61555,3,1,1,0.33
"1141",61556,7,4,1,0.57
"1142",61557,4,1,1,0.25
"1143",61560,7,1,1,0.14
"1144",61561,3,2,1,0.67
"1145",61562,2,0,1,0
"1146",61563,5,1,1,0.2
"1147",61565,1,0,1,0
"1148",61566,3,1,1,0.33
"1149",61569,4,3,1,0.75
"1150",61571,4,3,1,0.75
"1151",61572,8,6,1,0.75
"1152",61573,4,2,1,0.5
"1153",61575,5,2,1,0.4
"1154",61584,7,2,1,0.29
"1155",61587,6,3,2,0.5
"1156",61588,5,3,1,0.6
"1157",61589,4,0,1,0
"1158",61590,3,1,1,0.33
"1159",61594,7,0,1,0
"1160",61600,3,2,1,0.67
"1161",61602,3,0,1,0
"1162",61606,8,2,1,0.25
"1163",61608,6,2,1,0.33
"1164",61609,3,1,1,0.33
"1165",61610,4,1,2,0.25
"1166",61611,6,2,1,0.33
"1167",61612,5,1,1,0.2
"1168",61613,3,1,1,0.33
"1169",61616,4,1,1,0.25
"1170",61618,4,2,1,0.5
"1171",61622,2,1,1,0.5
"1172",61626,3,2,1,0.67
"1173",61627,4,0,1,0
"1174",61629,7,4,1,0.57
"1175",61631,7,0,1,0
"1176",61634,4,3,1,0.75
"1177",61635,6,3,1,0.5
"1178",61637,4,1,1,0.25
"1179",61638,3,2,1,0.67
"1180",61639,4,0,1,0
"1181",61640,3,1,1,0.33
"1182",61643,6,3,1,0.5
"1183",61649,3,2,1,0.67
"1184",61650,4,2,1,0.5
"1185",61651,5,3,1,0.6
"1186",61653,5,2,1,0.4
"1187",61654,3,0,1,0
"1188",61655,3,1,1,0.33
"1189",61656,4,0,1,0
"1190",61657,6,0,1,0
"1191",61658,3,0,1,0
"1192",61659,3,2,1,0.67
"1193",61660,1,0,1,0
"1194",61661,3,0,1,0
"1195",61662,5,2,1,0.4
"1196",61665,6,1,1,0.17
"1197",61666,5,0,1,0
"1198",61668,3,2,1,0.67
"1199",61669,2,0,1,0
"1200",61671,4,0,1,0
"1201",61674,3,2,1,0.67
"1202",61675,4,3,1,0.75
"1203",61676,5,1,1,0.2
"1204",61677,4,2,1,0.5
"1205",61678,4,2,1,0.5
"1206",61679,5,1,1,0.2
"1207",61680,5,3,1,0.6
"1208",61681,4,2,1,0.5
"1209",61682,1,0,1,0
"1210",61684,7,2,1,0.29
"1211",61685,4,1,1,0.25
"1212",61686,3,2,2,0.67
"1213",61687,7,6,1,0.86
"1214",61688,5,2,1,0.4
"1215",61689,3,0,1,0
"1216",61693,5,2,1,0.4
"1217",61697,3,1,1,0.33
"1218",61701,4,3,1,0.75
"1219",61702,5,3,1,0.6
"1220",61703,8,5,1,0.62
"1221",61708,4,2,1,0.5
"1222",61709,3,1,1,0.33
"1223",61710,4,2,1,0.5
"1224",61711,6,4,1,0.67
"1225",61714,8,3,1,0.38
"1226",61715,4,3,1,0.75
"1227",61716,5,0,1,0
"1228",61718,12,3,1,0.25
"1229",61719,9,6,1,0.67
"1230",61722,4,0,1,0
"1231",61723,4,0,1,0
"1232",61724,4,2,1,0.5
"1233",61726,2,1,1,0.5
"1234",61728,4,1,1,0.25
"1235",61730,4,2,1,0.5
"1236",61731,4,0,1,0
"1237",61732,1,0,1,0
"1238",61738,3,1,1,0.33
"1239",61739,2,1,1,0.5
"1240",61740,4,0,1,0
"1241",61745,5,2,1,0.4
"1242",61746,4,3,1,0.75
"1243",61747,7,2,1,0.29
"1244",61748,3,1,1,0.33
"1245",61749,3,2,1,0.67
"1246",61750,5,4,1,0.8
"1247",61752,3,1,1,0.33
"1248",61753,4,1,1,0.25
"1249",61765,8,4,1,0.5
"1250",61768,4,1,1,0.25
"1251",61778,3,2,1,0.67
"1252",61779,3,0,1,0
"1253",61780,3,2,1,0.67
"1254",61781,2,0,1,0
"1255",61782,5,2,1,0.4
"1256",61789,5,1,1,0.2
"1257",61790,3,2,1,0.67
"1258",61792,3,1,1,0.33
"1259",61794,2,1,1,0.5
"1260",61795,2,0,1,0
"1261",61797,2,1,1,0.5
"1262",61800,3,0,1,0
"1263",61813,7,2,1,0.29
"1264",61814,4,2,1,0.5
"1265",61816,5,1,1,0.2
"1266",61817,3,0,1,0
"1267",61818,4,1,1,0.25
"1268",61819,5,0,1,0
"1269",61825,4,1,1,0.25
"1270",61828,7,3,1,0.43
"1271",61830,5,2,1,0.4
"1272",61831,5,1,1,0.2
"1273",61839,3,0,1,0
"1274",61840,4,1,1,0.25
"1275",61842,4,0,1,0
"1276",61843,5,0,1,0
"1277",61844,4,2,1,0.5
"1278",61848,4,1,1,0.25
"1279",61849,4,2,1,0.5
"1280",61858,5,0,1,0
"1281",61859,4,0,1,0
"1282",61860,5,3,1,0.6
"1283",61865,4,1,1,0.25
"1284",61867,4,0,1,0
"1285",61869,4,3,1,0.75
"1286",61870,5,1,1,0.2
"1287",61871,4,2,1,0.5
"1288",61873,5,2,1,0.4
"1289",61877,9,1,1,0.11
"1290",61879,4,0,1,0
"1291",61881,2,1,1,0.5
"1292",61882,5,4,1,0.8
"1293",61887,4,2,1,0.5
"1294",61888,3,2,1,0.67
"1295",61889,12,6,1,0.5
"1296",61890,3,0,1,0
"1297",61891,4,2,1,0.5
"1298",61892,7,1,1,0.14
"1299",61893,3,1,1,0.33
"1300",61894,3,1,1,0.33
"1301",61896,2,1,1,0.5
"1302",61897,4,1,1,0.25
"1303",61900,7,2,1,0.29
"1304",61902,4,0,1,0
"1305",61903,3,2,1,0.67
"1306",61905,4,0,1,0
"1307",61906,9,3,1,0.33
"1308",61908,4,1,1,0.25
"1309",61910,3,0,1,0
"1310",61911,2,1,1,0.5
"1311",61912,1,0,1,0
"1312",61913,8,2,1,0.25
"1313",61914,5,3,1,0.6
"1314",61916,3,0,1,0
"1315",61919,9,3,1,0.33
"1316",61922,3,2,1,0.67
"1317",61923,2,1,1,0.5
"1318",61924,3,2,1,0.67
"1319",61925,7,3,1,0.43
"1320",61926,5,1,1,0.2
"1321",61927,3,1,1,0.33
"1322",61929,1,0,1,0
"1323",61930,5,1,1,0.2
"1324",61931,6,2,1,0.33
"1325",61932,2,1,1,0.5
"1326",61933,3,2,1,0.67
"1327",61934,2,0,1,0
"1328",61935,6,2,1,0.33
"1329",61936,5,2,1,0.4
"1330",61937,3,2,1,0.67
"1331",61943,2,1,1,0.5
"1332",61944,6,3,1,0.5
"1333",61945,3,2,1,0.67
"1334",61946,3,1,1,0.33
"1335",61950,5,3,1,0.6
"1336",61951,3,2,1,0.67
"1337",61952,5,3,1,0.6
"1338",61953,4,1,1,0.25
"1339",61954,5,3,1,0.6
"1340",61955,4,3,1,0.75
"1341",61959,3,1,1,0.33
"1342",61960,5,0,1,0
"1343",61963,8,4,1,0.5
"1344",61966,4,1,1,0.25
"1345",61967,4,1,1,0.25
"1346",61968,4,1,1,0.25
"1347",61969,4,1,1,0.25
"1348",61973,1,0,1,0
"1349",61979,4,1,1,0.25
"1350",61980,3,1,1,0.33
"1351",61981,4,1,1,0.25
"1352",61983,2,1,1,0.5
"1353",61985,6,4,1,0.67
"1354",61986,8,1,1,0.12
"1355",61987,3,2,1,0.67
"1356",61988,4,1,1,0.25
"1357",61990,4,1,1,0.25
"1358",61991,3,2,1,0.67
"1359",61992,9,0,1,0
"1360",61993,3,0,1,0
"1361",61994,6,3,1,0.5
"1362",61995,7,1,1,0.14
"1363",61996,5,1,1,0.2
"1364",61997,3,2,1,0.67
"1365",61998,3,0,1,0
"1366",61999,6,0,1,0
"1367",62007,5,2,1,0.4
"1368",62008,3,2,1,0.67
"1369",62014,3,2,1,0.67
"1370",62016,8,3,1,0.38
"1371",62030,4,0,1,0
"1372",62031,3,0,1,0
"1373",62032,4,1,1,0.25
"1374",62033,4,1,1,0.25
"1375",62034,5,3,1,0.6
"1376",62035,3,1,1,0.33
"1377",62040,1,0,1,0
"1378",62041,5,3,1,0.6
"1379",62042,2,0,1,0
"1380",62043,4,1,1,0.25
"1381",62044,5,3,1,0.6
"1382",62047,3,1,1,0.33
"1383",62048,4,1,1,0.25
"1384",62049,3,1,1,0.33
"1385",62051,3,2,1,0.67
"1386",62054,9,7,1,0.78
"1387",62058,7,3,1,0.43
"1388",62060,4,0,1,0
"1389",62061,5,3,1,0.6
"1390",62064,4,1,1,0.25
"1391",62065,2,1,1,0.5
"1392",62067,4,0,1,0
"1393",62069,4,0,1,0
"1394",62070,7,0,1,0
"1395",62071,3,2,1,0.67
"1396",62072,6,2,1,0.33
"1397",62075,1,0,1,0
"1398",62077,3,1,1,0.33
"1399",62078,4,0,1,0
"1400",62080,8,4,1,0.5
"1401",62081,4,1,1,0.25
"1402",62084,2,1,1,0.5
"1403",62085,3,2,1,0.67
"1404",62087,5,3,1,0.6
"1405",62088,5,1,1,0.2
"1406",62089,4,2,1,0.5
"1407",62090,9,3,1,0.33
"1408",62091,7,1,1,0.14
"1409",62092,6,1,1,0.17
"1410",62093,4,2,1,0.5
"1411",62094,4,2,1,0.5
"1412",62095,5,0,1,0
"1413",62096,3,2,1,0.67
"1414",62097,4,1,1,0.25
"1415",62098,3,2,1,0.67
"1416",62099,3,2,1,0.67
"1417",62101,6,3,1,0.5
"1418",62110,1,0,1,0
"1419",62112,4,1,1,0.25
"1420",62113,3,1,1,0.33
"1421",62114,4,0,1,0
"1422",62115,8,4,1,0.5
"1423",62117,4,2,1,0.5
"1424",62119,3,1,1,0.33
"1425",62121,3,1,1,0.33
"1426",62122,4,2,1,0.5
"1427",62123,6,2,1,0.33
"1428",62124,6,1,1,0.17
"1429",62125,4,2,1,0.5
"1430",62126,4,0,1,0
"1431",62127,3,1,1,0.33
"1432",62132,3,1,1,0.33
"1433",62133,6,1,1,0.17
"1434",62134,2,1,1,0.5
"1435",62135,5,1,1,0.2
"1436",62136,5,0,1,0
"1437",62137,6,3,1,0.5
"1438",62138,3,2,1,0.67
"1439",62144,4,3,1,0.75
"1440",62146,2,1,1,0.5
"1441",62147,5,1,1,0.2
"1442",62148,3,0,1,0
"1443",62149,6,2,1,0.33
"1444",62150,5,2,1,0.4
"1445",62153,3,0,1,0
"1446",62156,4,2,1,0.5
"1447",62158,5,1,1,0.2
"1448",62163,3,2,1,0.67
"1449",62165,4,0,1,0
"1450",62166,1,0,1,0
"1451",62168,5,4,1,0.8
"1452",62169,4,2,1,0.5
"1453",62173,4,3,1,0.75
"1454",62177,7,3,1,0.43
"1455",62178,6,3,1,0.5
"1456",62179,6,3,1,0.5
"1457",62181,3,1,1,0.33
"1458",62184,7,2,1,0.29
"1459",62186,6,0,1,0
"1460",62188,5,0,1,0
"1461",62189,7,5,1,0.71
"1462",62196,3,0,1,0
"1463",62197,3,0,1,0
"1464",62198,3,0,1,0
"1465",62199,4,2,1,0.5
"1466",62202,3,2,1,0.67
"1467",62204,4,2,1,0.5
"1468",62205,1,0,1,0
"1469",62208,2,1,1,0.5
"1470",62209,3,1,1,0.33
"1471",62211,2,1,1,0.5
"1472",62212,3,0,1,0
"1473",62213,6,1,1,0.17
"1474",62214,4,2,1,0.5
"1475",62219,6,5,1,0.83
"1476",62220,1,0,1,0
"1477",62221,5,0,1,0
"1478",62222,3,0,1,0
"1479",62228,5,1,1,0.2
"1480",62230,10,5,1,0.5
"1481",62232,5,1,1,0.2
"1482",62235,5,3,1,0.6
"1483",62237,6,0,1,0
"1484",62244,5,0,1,0
"1485",62248,4,1,1,0.25
"1486",62249,3,0,1,0
"1487",62250,3,1,1,0.33
"1488",62251,3,2,1,0.67
"1489",62252,4,1,1,0.25
"1490",62253,4,3,1,0.75
"1491",62254,5,0,1,0
"1492",62255,5,3,1,0.6
"1493",62258,3,1,1,0.33
"1494",62262,2,0,1,0
"1495",62263,4,0,1,0
"1496",62269,3,0,1,0
"1497",62271,3,1,1,0.33
"1498",62274,4,0,1,0
"1499",62275,4,2,1,0.5
"1500",62276,3,1,1,0.33
"1501",62277,5,4,1,0.8
"1502",62279,4,2,1,0.5
"1503",62280,8,1,1,0.12
"1504",62282,5,0,1,0
"1505",62283,3,1,1,0.33
"1506",62284,4,1,1,0.25
"1507",62285,5,0,1,0
"1508",62286,5,1,1,0.2
"1509",62287,3,0,1,0
"1510",62288,1,0,1,0
"1511",62289,2,0,1,0
"1512",62290,3,2,1,0.67
"1513",62291,7,5,1,0.71
"1514",62292,3,1,1,0.33
"1515",62293,4,0,1,0
"1516",62294,6,1,1,0.17
"1517",62295,7,0,1,0
"1518",62296,9,1,1,0.11
"1519",62299,4,1,1,0.25
"1520",62301,3,1,1,0.33
"1521",62304,4,2,1,0.5
"1522",62305,5,4,1,0.8
"1523",62306,6,1,1,0.17
"1524",62307,7,0,1,0
"1525",62313,3,0,1,0
"1526",62314,2,1,1,0.5
"1527",62320,6,3,1,0.5
"1528",62321,3,0,1,0
"1529",62323,5,1,1,0.2
"1530",62327,4,0,1,0
"1531",62331,8,2,1,0.25
"1532",62334,10,0,1,0
"1533",62335,3,0,1,0
"1534",62336,4,1,1,0.25
"1535",62337,6,0,1,0
"1536",62339,3,1,1,0.33
"1537",62349,4,0,1,0
"1538",62351,5,2,1,0.4
"1539",62355,3,2,1,0.67
"1540",62365,3,2,1,0.67
"1541",62380,3,2,1,0.67
"1542",62381,6,0,1,0
"1543",62390,5,4,1,0.8
"1544",62392,7,2,1,0.29
"1545",62394,2,0,1,0
"1546",62403,4,3,1,0.75
"1547",62409,7,2,1,0.29
"1548",62456,3,2,1,0.67
"1549",62465,4,1,1,0.25
